Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Quintana M., Abdelrahman M., Frei M., Tartarini F., Miller C.","57203093084;57209336109;56405252200;57194517775;55907251600;","Longitudinal personal thermal comfort preference data in the wild",2021,"SenSys 2021 - Proceedings of the 2021 19th ACM Conference on Embedded Networked Sensor Systems",,,,"556","559",,1,"10.1145/3485730.3493693","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120899136&doi=10.1145%2f3485730.3493693&partnerID=40&md5=50bf2d495da8b29e631550c075585cdc","National University of Singapore, Singapore; Berkeley Education Alliance for Research in Singapore, Singapore","Quintana, M., National University of Singapore, Singapore; Abdelrahman, M., National University of Singapore, Singapore; Frei, M., National University of Singapore, Singapore; Tartarini, F., Berkeley Education Alliance for Research in Singapore, Singapore; Miller, C., National University of Singapore, Singapore","Miller, C.; National University of SingaporeSingapore; email: clayton@nus.edu.sg",,"Association for Computing Machinery, Inc",,9781450390972,,,"English","SenSys - Proc. ACM Conf. Embed. Networked Sens. Syst.",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85120899136
"Miller D., Raftery P., Nakajima M., Salo S., Graham L.T., Peffer T., Delgado M., Zhang H., Brager G., Douglass-Jaimes D., Paliaga G., Cohn S., Greene M., Brooks A.","57241049500;37004605800;57212001781;57204436960;55237814100;8406387600;57240725900;37056565100;6602205566;57240831500;55601489500;53871202500;57241158000;57241266500;","Cooling energy savings and occupant feedback in a two year retrofit evaluation of 99 automated ceiling fans staged with air conditioning",2021,"Energy and Buildings","251",,"111319","","",,2,"10.1016/j.enbuild.2021.111319","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114046553&doi=10.1016%2fj.enbuild.2021.111319&partnerID=40&md5=f899362225a01292439cd66b0f112249","Center for the Built Environment, UC Berkeley, 390 Wurster Hall, Berkeley, CA  94720, United States; TRC Companies, 436 14th St Suite 1020, Oakland, CA  94612, United States; Association for Energy Affordability (AEA), 5900 Hollis St, Emeryville, CA  94608, United States; Aalto University School of Engineering, Otakaari 1, Aalto, 00076, Finland","Miller, D., Center for the Built Environment, UC Berkeley, 390 Wurster Hall, Berkeley, CA  94720, United States; Raftery, P., Center for the Built Environment, UC Berkeley, 390 Wurster Hall, Berkeley, CA  94720, United States; Nakajima, M., Center for the Built Environment, UC Berkeley, 390 Wurster Hall, Berkeley, CA  94720, United States; Salo, S., Center for the Built Environment, UC Berkeley, 390 Wurster Hall, Berkeley, CA  94720, United States, Aalto University School of Engineering, Otakaari 1, Aalto, 00076, Finland; Graham, L.T., Center for the Built Environment, UC Berkeley, 390 Wurster Hall, Berkeley, CA  94720, United States; Peffer, T., Center for the Built Environment, UC Berkeley, 390 Wurster Hall, Berkeley, CA  94720, United States; Delgado, M., Center for the Built Environment, UC Berkeley, 390 Wurster Hall, Berkeley, CA  94720, United States; Zhang, H., Center for the Built Environment, UC Berkeley, 390 Wurster Hall, Berkeley, CA  94720, United States; Brager, G., Center for the Built Environment, UC Berkeley, 390 Wurster Hall, Berkeley, CA  94720, United States; Douglass-Jaimes, D., TRC Companies, 436 14th St Suite 1020, Oakland, CA  94612, United States; Paliaga, G., TRC Companies, 436 14th St Suite 1020, Oakland, CA  94612, United States; Cohn, S., Association for Energy Affordability (AEA), 5900 Hollis St, Emeryville, CA  94608, United States; Greene, M., Association for Energy Affordability (AEA), 5900 Hollis St, Emeryville, CA  94608, United States; Brooks, A., Association for Energy Affordability (AEA), 5900 Hollis St, Emeryville, CA  94608, United States",,,"Elsevier Ltd",03787788,,ENEBD,,"English","Energy Build.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85114046553
"Zhou X., Tian S., An J., Yang J., Zhou Y., Yan D., Wu J., Shi X., Jin X.","56410132900;57235402400;57189580182;35320620700;57235081900;7401863008;57215604816;35485621200;35320106100;","Comparison of different machine learning algorithms for predicting air-conditioning operating behavior in open-plan offices",2021,"Energy and Buildings","251",,"111347","","",,6,"10.1016/j.enbuild.2021.111347","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113715535&doi=10.1016%2fj.enbuild.2021.111347&partnerID=40&md5=3ecc3bf1ff2a513f59a7532a395d55b0","School of Architecture, Southeast University, Nanjing, Jiangsu Province  210096, China; School of Environment and Energy Engineering, Beijing University of Civil Engineering and Architecture, Beijing, 100084, China; School of Architecture, Tsinghua University, Beijing, 100084, China; College of Architecture and Urban Planning, Tongji University, Key Laboratory of Ecology and Energy-saving Study of Dense Habitat, Ministry of Education, China","Zhou, X., School of Architecture, Southeast University, Nanjing, Jiangsu Province  210096, China; Tian, S., School of Architecture, Southeast University, Nanjing, Jiangsu Province  210096, China; An, J., School of Environment and Energy Engineering, Beijing University of Civil Engineering and Architecture, Beijing, 100084, China; Yang, J., School of Architecture, Southeast University, Nanjing, Jiangsu Province  210096, China; Zhou, Y., School of Architecture, Southeast University, Nanjing, Jiangsu Province  210096, China; Yan, D., School of Architecture, Tsinghua University, Beijing, 100084, China; Wu, J., School of Architecture, Southeast University, Nanjing, Jiangsu Province  210096, China; Shi, X., College of Architecture and Urban Planning, Tongji University, Key Laboratory of Ecology and Energy-saving Study of Dense Habitat, Ministry of Education, China; Jin, X., School of Architecture, Southeast University, Nanjing, Jiangsu Province  210096, China","Zhou, X.; School of Architecture, China; email: zhou-x06@seu.edu.cn",,"Elsevier Ltd",03787788,,ENEBD,,"English","Energy Build.",Article,"Final","",Scopus,2-s2.0-85113715535
"Sheikh Khan D., Kolarik J., Weitzmann P.","57218622129;35770922700;6506125353;","Application of an occupant voting system for continuous occupant feedback on thermal and indoor air quality – Case studies in office spaces",2021,"Energy and Buildings","251",,"111363","","",,2,"10.1016/j.enbuild.2021.111363","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113347655&doi=10.1016%2fj.enbuild.2021.111363&partnerID=40&md5=a7bfd48b3a08c09218e29b9ecac23182","Department of Civil Engineering, Technical University of Denmark, Kongens Lyngby, Denmark; NCC Denmark, Søborg, Denmark","Sheikh Khan, D., Department of Civil Engineering, Technical University of Denmark, Kongens Lyngby, Denmark, NCC Denmark, Søborg, Denmark; Kolarik, J., Department of Civil Engineering, Technical University of Denmark, Kongens Lyngby, Denmark; Weitzmann, P., NCC Denmark, Søborg, Denmark","Sheikh Khan, D.; Department of Civil Engineering, Denmark; email: dskh@byg.dtu.dk",,"Elsevier Ltd",03787788,,ENEBD,,"English","Energy Build.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85113347655
"Syed Ali A., Riley C., Acton E., Ali A., Heidarinejad M., Stephens B.","56547896100;57226898265;57226898765;57213370312;36111066800;36082158500;","Development and evaluation of an automatic steam radiator control system for retrofitting legacy heating systems in existing buildings",2021,"Energy and Buildings","251",,"111344","","",,2,"10.1016/j.enbuild.2021.111344","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113277255&doi=10.1016%2fj.enbuild.2021.111344&partnerID=40&md5=8c90ea113862341aefae7f5c749eddb5","Department of Civil, Architectural, and Environmental Engineering, Illinois Institute of Technology, Chicago, IL, United States; AKstudios, Schaumburg, IL, United States","Syed Ali, A., Department of Civil, Architectural, and Environmental Engineering, Illinois Institute of Technology, Chicago, IL, United States; Riley, C., Department of Civil, Architectural, and Environmental Engineering, Illinois Institute of Technology, Chicago, IL, United States; Acton, E., Department of Civil, Architectural, and Environmental Engineering, Illinois Institute of Technology, Chicago, IL, United States; Ali, A., AKstudios, Schaumburg, IL, United States; Heidarinejad, M., Department of Civil, Architectural, and Environmental Engineering, Illinois Institute of Technology, Chicago, IL, United States; Stephens, B., Department of Civil, Architectural, and Environmental Engineering, Illinois Institute of Technology, Chicago, IL, United States","Stephens, B.; Department of Civil, Alumni Memorial Hall Room 228E, 3201 S Dearborn Street, United States",,"Elsevier Ltd",03787788,,ENEBD,,"English","Energy Build.",Article,"Final","",Scopus,2-s2.0-85113277255
"Akili Z.E., Bouzidi Y., Merabtine A., Polidori G., Chkeir A.","57226457872;56331856700;37018674000;7006131236;57352651900;","Experimental investigation of adaptive thermal comfort in french healthcare buildings",2021,"Buildings","11","11","551","","",,2,"10.3390/buildings11110551","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119913001&doi=10.3390%2fbuildings11110551&partnerID=40&md5=2672f372c6f6348954d2e85d275fb8cd","Interdisciplinary Research on Society-Technology-Environment Interactions (lnSyTE), CREIDD, University of Technology of Troyes, 12 Rue Marie Curie, CS 42060, CEDEX, Troyes, 10004, France; EPF School of Engineering, 2 Rue Fernand Sastre, Rosières-Prés-Troyes, 10430, France; MATIM, Faculty of Exact and Natural Sciences, University of Reims Champagne Ardenne, CEDEX 2, Reims, 51687, France","Akili, Z.E., Interdisciplinary Research on Society-Technology-Environment Interactions (lnSyTE), CREIDD, University of Technology of Troyes, 12 Rue Marie Curie, CS 42060, CEDEX, Troyes, 10004, France; Bouzidi, Y., Interdisciplinary Research on Society-Technology-Environment Interactions (lnSyTE), CREIDD, University of Technology of Troyes, 12 Rue Marie Curie, CS 42060, CEDEX, Troyes, 10004, France; Merabtine, A., EPF School of Engineering, 2 Rue Fernand Sastre, Rosières-Prés-Troyes, 10430, France; Polidori, G., MATIM, Faculty of Exact and Natural Sciences, University of Reims Champagne Ardenne, CEDEX 2, Reims, 51687, France; Chkeir, A., Interdisciplinary Research on Society-Technology-Environment Interactions (lnSyTE), CREIDD, University of Technology of Troyes, 12 Rue Marie Curie, CS 42060, CEDEX, Troyes, 10004, France","Akili, Z.E.; Interdisciplinary Research on Society-Technology-Environment Interactions (lnSyTE), 12 Rue Marie Curie, CS 42060, France; email: zoubayre.el_akili@utt.fr",,"MDPI",20755309,,,,"English","Buildings",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85119913001
"Ryu J., Kim J.","56192651000;57189969323;","Effect of different hvac control strategies on thermal comfort and adaptive behavior in high-rise apartments",2021,"Sustainability (Switzerland)","13","21","11767","","",,,"10.3390/su132111767","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118229480&doi=10.3390%2fsu132111767&partnerID=40&md5=29d86e05ae7b068b6592bf3890efc75d","School of Architectural, Civil, Environmental, and Energy Engineering, Kyungpook National University, Daegu, 41566, South Korea; School of Architecture, Design and Planning, The University of Sydney, Sydney, NSW  2006, Australia","Ryu, J., School of Architectural, Civil, Environmental, and Energy Engineering, Kyungpook National University, Daegu, 41566, South Korea; Kim, J., School of Architecture, Design and Planning, The University of Sydney, Sydney, NSW  2006, Australia","Kim, J.; School of Architecture, Australia; email: jungsoo.kim@sydney.edu.au",,"MDPI",20711050,,,,"English","Sustainability",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85118229480
"Moreno-Rangel A., Sharpe T., McGill G., Musau F.","57202026619;36451282900;55775467100;21234038000;","Thermal comfort assessment of the first residential Passivhaus in Latin America",2021,"Journal of Building Engineering","43",,"103081","","",,3,"10.1016/j.jobe.2021.103081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118196765&doi=10.1016%2fj.jobe.2021.103081&partnerID=40&md5=7fa0b40458b135592f4527d6b260a6e2","Mackintosh Environmental Architecture Research Unit, The Glasgow School of Art, 167 Renfrew Street, Glasgow, G3 6RQ, United Kingdom; Lancaster Institute the Contemporary Arts, Lancaster University, Bailrigg, Lancaster, LA1 4YW, United Kingdom; Department of Architecture, University of Strathclyde, 75 Montrose Street, Glasgow, G1 1XJ, United Kingdom","Moreno-Rangel, A., Mackintosh Environmental Architecture Research Unit, The Glasgow School of Art, 167 Renfrew Street, Glasgow, G3 6RQ, United Kingdom, Lancaster Institute the Contemporary Arts, Lancaster University, Bailrigg, Lancaster, LA1 4YW, United Kingdom; Sharpe, T., Mackintosh Environmental Architecture Research Unit, The Glasgow School of Art, 167 Renfrew Street, Glasgow, G3 6RQ, United Kingdom, Department of Architecture, University of Strathclyde, 75 Montrose Street, Glasgow, G1 1XJ, United Kingdom; McGill, G., Mackintosh Environmental Architecture Research Unit, The Glasgow School of Art, 167 Renfrew Street, Glasgow, G3 6RQ, United Kingdom, Department of Architecture, University of Strathclyde, 75 Montrose Street, Glasgow, G1 1XJ, United Kingdom; Musau, F., Mackintosh Environmental Architecture Research Unit, The Glasgow School of Art, 167 Renfrew Street, Glasgow, G3 6RQ, United Kingdom","Moreno-Rangel, A.; Lancaster Institute the Contemporary Arts, Bailrigg, United Kingdom; email: a.morenorangel@lancaster.ac.uk",,"Elsevier Ltd",23527102,,,,"English","J. Build. Eng.",Article,"Final","",Scopus,2-s2.0-85118196765
"Kent M., Parkinson T., Kim J., Schiavon S.","56865480700;56017880100;57189969323;36976643300;","A data-driven analysis of occupant workspace dissatisfaction",2021,"Building and Environment","205",,"108270","","",,4,"10.1016/j.buildenv.2021.108270","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113918759&doi=10.1016%2fj.buildenv.2021.108270&partnerID=40&md5=c6f102c725897b2b8cfeb2a2ccb4db07","Berkeley Education Alliance for Research in Singapore, Singapore; Center for the Built Environment, University of California, Berkeley, CA, United States; School of Architecture, Design and Planning, The University of Sydney, Wilkinson Building G04NSW  2006, Australia","Kent, M., Berkeley Education Alliance for Research in Singapore, Singapore; Parkinson, T., Center for the Built Environment, University of California, Berkeley, CA, United States; Kim, J., School of Architecture, Design and Planning, The University of Sydney, Wilkinson Building G04NSW  2006, Australia; Schiavon, S., Center for the Built Environment, University of California, Berkeley, CA, United States","Kent, M.; Berkeley Education Alliance for Research in SingaporeSingapore; email: michaelkent@berkeley.edu",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85113918759
"Sánchez-García D., Bienvenido-Huertas D., Rubio-Bellido C.","57204012665;57201717825;55347352500;","Computational approach to extend the air-conditioning usage to adaptive comfort: Adaptive-Comfort-Control-Implementation Script",2021,"Automation in Construction","131",,"103900","","",,2,"10.1016/j.autcon.2021.103900","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113445401&doi=10.1016%2fj.autcon.2021.103900&partnerID=40&md5=e6d7804cfc56b81180a81c350c38379b","Department of Building Construction II, University of Seville. Seville, Spain","Sánchez-García, D., Department of Building Construction II, University of Seville. Seville, Spain; Bienvenido-Huertas, D., Department of Building Construction II, University of Seville. Seville, Spain; Rubio-Bellido, C., Department of Building Construction II, University of Seville. Seville, Spain","Sánchez-García, D.; Higher Technical School of Building Engineering, Ave. Reina Mercedes 4A, Spain; email: dsanchez7@us.es",,"Elsevier B.V.",09265805,,AUCOE,,"English","Autom Constr",Review,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85113445401
"Vellei M., de Dear R., Inard C., Jay O.","56951347600;57509153500;56003967400;6508268621;","Dynamic thermal perception: A review and agenda for future experimental research",2021,"Building and Environment","205",,"108269","","",,6,"10.1016/j.buildenv.2021.108269","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113296201&doi=10.1016%2fj.buildenv.2021.108269&partnerID=40&md5=2d8a9dad11b5a2900c742a7eea10bd3e","LaSIE (UMR CNRS 7356) - La Rochelle University, La Rochelle, France; Indoor Environmental Quality Laboratory, School of Architecture, Design and Planning, The University of Sydney, Australia; Thermal Ergonomics Laboratory, Faculty of Medicine and Health, The University of Sydney, Australia","Vellei, M., LaSIE (UMR CNRS 7356) - La Rochelle University, La Rochelle, France; de Dear, R., Indoor Environmental Quality Laboratory, School of Architecture, Design and Planning, The University of Sydney, Australia; Inard, C., LaSIE (UMR CNRS 7356) - La Rochelle University, La Rochelle, France; Jay, O., Thermal Ergonomics Laboratory, Faculty of Medicine and Health, The University of Sydney, Australia","Vellei, M.; LaSIE (UMR CNRS 7356) - La Rochelle UniversityFrance; email: marika.vellei@univ-lr.fr",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Review,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85113296201
"Tadepalli S., Jayasree T.K., Lakshmi Visakha V., Chelliah S.","57218224251;57221523105;57226827204;57226825907;","Influence of ceiling fan induced non-uniform thermal environment on thermal comfort and spatial adaptation in living room seat layout",2021,"Building and Environment","205",,"108232","","",,3,"10.1016/j.buildenv.2021.108232","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112804449&doi=10.1016%2fj.buildenv.2021.108232&partnerID=40&md5=ca9e07e837649716c2d6d592dfb4e06b","Department of Architecture, National Institute of Technology, Tiruchirappalli, Tamil Nadu  620015, India","Tadepalli, S., Department of Architecture, National Institute of Technology, Tiruchirappalli, Tamil Nadu  620015, India; Jayasree, T.K., Department of Architecture, National Institute of Technology, Tiruchirappalli, Tamil Nadu  620015, India; Lakshmi Visakha, V., Department of Architecture, National Institute of Technology, Tiruchirappalli, Tamil Nadu  620015, India; Chelliah, S., Department of Architecture, National Institute of Technology, Tiruchirappalli, Tamil Nadu  620015, India","Tadepalli, S.; Department of Architecture, India; email: srivas@nitt.edu",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","",Scopus,2-s2.0-85112804449
"Wang H., Li W., Wang J., Xu M., Ge B.","34977699600;57221438078;57189227451;57216372468;57226633867;","Experimental study on local floor heating mats to improve thermal comfort of workers in cold environments",2021,"Building and Environment","205",,"108227","","",,6,"10.1016/j.buildenv.2021.108227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112133258&doi=10.1016%2fj.buildenv.2021.108227&partnerID=40&md5=009e4e9b69088b80121b980db90aad28","School of Environmental and Municipal Engineering, Qingdao University of Technology, Qingdao, China","Wang, H., School of Environmental and Municipal Engineering, Qingdao University of Technology, Qingdao, China; Li, W., School of Environmental and Municipal Engineering, Qingdao University of Technology, Qingdao, China; Wang, J., School of Environmental and Municipal Engineering, Qingdao University of Technology, Qingdao, China; Xu, M., School of Environmental and Municipal Engineering, Qingdao University of Technology, Qingdao, China; Ge, B., School of Environmental and Municipal Engineering, Qingdao University of Technology, Qingdao, China","Wang, H.; School of Environmental and Municipal Engineering, China; email: why3305@126.com",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","",Scopus,2-s2.0-85112133258
"Carlucci S., Erba S., Pagliano L., de Dear R.","55331189400;55560461400;24504073800;57509153500;","ASHRAE Likelihood of Dissatisfaction: A new right-here and right-now thermal comfort index for assessing the Likelihood of dissatisfaction according to the ASHRAE adaptive comfort model",2021,"Energy and Buildings","250",,"111286","","",,2,"10.1016/j.enbuild.2021.111286","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111772607&doi=10.1016%2fj.enbuild.2021.111286&partnerID=40&md5=acc59330ca12e9cf2955caff8814b743","Energy, Environment and Water Research Center, The Cyprus Institute, Nicosia, Cyprus; eERG, end-use Efficiency Research Group, Politecnico di Milano, Milano, Italy; IEQ Laboratory, School of Architecture, Design and Planning, The University of Sydney, Sydney, NSW  2006, Australia","Carlucci, S., Energy, Environment and Water Research Center, The Cyprus Institute, Nicosia, Cyprus; Erba, S., eERG, end-use Efficiency Research Group, Politecnico di Milano, Milano, Italy; Pagliano, L., eERG, end-use Efficiency Research Group, Politecnico di Milano, Milano, Italy; de Dear, R., IEQ Laboratory, School of Architecture, Design and Planning, The University of Sydney, Sydney, NSW  2006, Australia","Carlucci, S.20 Konstantinou Kavafi Street, Cyprus; email: s.carlucci@cyi.ac.cy",,"Elsevier Ltd",03787788,,ENEBD,,"English","Energy Build.",Article,"Final","",Scopus,2-s2.0-85111772607
"Kim J., de Dear R.","57189969323;57509153500;","Is mixed-mode ventilation a comfortable low-energy solution? A literature review",2021,"Building and Environment","205",,"108215","","",,5,"10.1016/j.buildenv.2021.108215","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111648347&doi=10.1016%2fj.buildenv.2021.108215&partnerID=40&md5=98f7a89e0d945398f19ab64aae241241","Indoor Environmental Quality Lab, School of Architecture, Design and Planning, The University of Sydney, Wilkinson Building G04NSW2006, Australia","Kim, J., Indoor Environmental Quality Lab, School of Architecture, Design and Planning, The University of Sydney, Wilkinson Building G04NSW2006, Australia; de Dear, R., Indoor Environmental Quality Lab, School of Architecture, Design and Planning, The University of Sydney, Wilkinson Building G04NSW2006, Australia","Kim, J.; Indoor Environmental Quality Lab, Wilkinson Building G04, Australia; email: jungsoo.kim@sydney.edu.au",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Review,"Final","",Scopus,2-s2.0-85111648347
"Simões G.M.F., Leder S.M., Labaki L.C.","57216460257;54890170800;6602622533;","How uncomfortable and unhealthy can social (low-cost) housing in Brazil become with use?",2021,"Building and Environment","205",,"108218","","",,,"10.1016/j.buildenv.2021.108218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111611256&doi=10.1016%2fj.buildenv.2021.108218&partnerID=40&md5=8b81087c6450b6a60457c9e8b1e6093f","Laboratory of Environmental Comfort, Graduate Program in Architecture and Urbanism (PPGAU), Federal University of Paraíba (UFPB), Brazil","Simões, G.M.F., Laboratory of Environmental Comfort, Graduate Program in Architecture and Urbanism (PPGAU), Federal University of Paraíba (UFPB), Brazil; Leder, S.M., Laboratory of Environmental Comfort, Graduate Program in Architecture and Urbanism (PPGAU), Federal University of Paraíba (UFPB), Brazil; Labaki, L.C., Laboratory of Environmental Comfort, Graduate Program in Architecture and Urbanism (PPGAU), Federal University of Paraíba (UFPB), Brazil","Simões, G.M.F.; Federal University of Paraíba, Brazil; email: gianna_farias@hotmail.com",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","",Scopus,2-s2.0-85111611256
"Parkinson T., Zhang H., Arens E., He Y., de Dear R., Elson J., Parkinson A., Maranville C., Wang A.","56017880100;37056565100;19933790300;56707800600;57509153500;7004453913;57193097629;57204208461;57223984480;","Predicting thermal pleasure experienced in dynamic environments from simulated cutaneous thermoreceptor activity",2021,"Indoor Air","31","6",,"2266","2280",,2,"10.1111/ina.12859","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106583127&doi=10.1111%2fina.12859&partnerID=40&md5=1b742ea1b8b1b57d8e9f03272eeb4801","Center for the Built Environment (CBE), University of California Berkeley, Berkeley, CA, United States; Indoor Environmental Quality Lab, School of Architecture, Design and Planning, The University of Sydney, Sydney, NSW, Australia; Ford Motor Company, Dearborn, MI, United States; Department of Mathematics, Macquarie University, Sydney, NSW, Australia","Parkinson, T., Center for the Built Environment (CBE), University of California Berkeley, Berkeley, CA, United States; Zhang, H., Center for the Built Environment (CBE), University of California Berkeley, Berkeley, CA, United States; Arens, E., Center for the Built Environment (CBE), University of California Berkeley, Berkeley, CA, United States; He, Y., Center for the Built Environment (CBE), University of California Berkeley, Berkeley, CA, United States; de Dear, R., Indoor Environmental Quality Lab, School of Architecture, Design and Planning, The University of Sydney, Sydney, NSW, Australia; Elson, J., Ford Motor Company, Dearborn, MI, United States; Parkinson, A., Department of Mathematics, Macquarie University, Sydney, NSW, Australia; Maranville, C., Ford Motor Company, Dearborn, MI, United States; Wang, A., Center for the Built Environment (CBE), University of California Berkeley, Berkeley, CA, United States","de Dear, R.; Indoor Environmental Quality Lab, Australia; email: richard.dedear@sydney.edu.au",,"John Wiley and Sons Inc",09056947,,INAIE,"34048603","English","Indoor Air",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85106583127
"Salimi S., Estrella Guillén E., Samuelson H.","55701800400;57211438706;55032723500;","Exceedance Degree-Hours: A new method for assessing long-term thermal conditions",2021,"Indoor Air","31","6",,"2296","2311",,1,"10.1111/ina.12855","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105789755&doi=10.1111%2fina.12855&partnerID=40&md5=64f73c44365664c66596e2a77b217eb7","Harvard Graduate School of Design, Cambridge, MA, United States; Harvard Center for Green Buildings and Cities, Cambridge, MA, United States; Universidad de Monterrey, San Pedro Garza García, NL, Mexico","Salimi, S., Harvard Graduate School of Design, Cambridge, MA, United States, Harvard Center for Green Buildings and Cities, Cambridge, MA, United States; Estrella Guillén, E., Universidad de Monterrey, San Pedro Garza García, NL, Mexico; Samuelson, H., Harvard Graduate School of Design, Cambridge, MA, United States","Salimi, S.; Harvard Graduate School of DesignUnited States; email: ssalimi@gsd.harvard.edu",,"John Wiley and Sons Inc",09056947,,INAIE,"33998702","English","Indoor Air",Article,"Final","",Scopus,2-s2.0-85105789755
"Han J., Chun C.","56547657300;7101953897;","Differences between EEG during thermal discomfort and thermal displeasure",2021,"Building and Environment","204",,"108220","","",,4,"10.1016/j.buildenv.2021.108220","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112426357&doi=10.1016%2fj.buildenv.2021.108220&partnerID=40&md5=50c42305a9ab2cd2065e4d5602a5973c","Yonsei University, Department of Interior Architecture and Built Environment, 50 Yonsei-ro, Seodaemun-gu, Seoul, South Korea","Han, J., Yonsei University, Department of Interior Architecture and Built Environment, 50 Yonsei-ro, Seodaemun-gu, Seoul, South Korea; Chun, C., Yonsei University, Department of Interior Architecture and Built Environment, 50 Yonsei-ro, Seodaemun-gu, Seoul, South Korea","Chun, C.; Yonsei University, 50 Yonsei-ro, Seodaemun-gu, South Korea; email: chun@yonsei.ac.kr",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","",Scopus,2-s2.0-85112426357
"Cheung P.K., Jim C.Y., Hung P.L.","56966180500;7006143750;57201428625;","Preliminary study on the temperature relationship at remotely-sensed tree canopy and below-canopy air and ground surface",2021,"Building and Environment","204",,"108169","","",,2,"10.1016/j.buildenv.2021.108169","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111872691&doi=10.1016%2fj.buildenv.2021.108169&partnerID=40&md5=272ddb7896c16d82357bd485697bc088","School of Ecosystem and Forest Sciences, Burnley Campus, University of Melbourne, 500 Yarra Boulevard, Melbourne, VIC  3121, Australia; Department of Social Sciences, The Education University of Hong Kong, 10 Lo Ping Road, Tai Po, Hong Kong","Cheung, P.K., School of Ecosystem and Forest Sciences, Burnley Campus, University of Melbourne, 500 Yarra Boulevard, Melbourne, VIC  3121, Australia; Jim, C.Y., Department of Social Sciences, The Education University of Hong Kong, 10 Lo Ping Road, Tai Po, Hong Kong; Hung, P.L., Department of Social Sciences, The Education University of Hong Kong, 10 Lo Ping Road, Tai Po, Hong Kong","Jim, C.Y.; Department of Social Sciences, 10 Lo Ping Road, Hong Kong; email: cyjim@eduhk.hk",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","",Scopus,2-s2.0-85111872691
