Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Kim J., Tartarini F., Parkinson T., Cooper P., de Dear R.","57189969323;57194517775;56017880100;55603540500;57509153500;","Thermal comfort in a mixed-mode building: Are occupants more adaptive?",2019,"Energy and Buildings","203",,"109436","","",,27,"10.1016/j.enbuild.2019.109436","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072731869&doi=10.1016%2fj.enbuild.2019.109436&partnerID=40&md5=725ee6b7ada88e51054b108bf000ef56","Indoor Environmental Quality Lab, School of Architecture, Design & Planning, The University of Sydney, Wilkinson Building G04NSW  2006, Australia; Sustainable Buildings Research Centre, University of Wollongong, Building 237, Innovation Campus, Squires Way, Fairy MeadowNSW  2519, Australia; Center for the Built Environment, University of California, 390 Wurster Hall, Berkeley, CA  94720-1839, United States","Kim, J., Indoor Environmental Quality Lab, School of Architecture, Design & Planning, The University of Sydney, Wilkinson Building G04NSW  2006, Australia; Tartarini, F., Sustainable Buildings Research Centre, University of Wollongong, Building 237, Innovation Campus, Squires Way, Fairy MeadowNSW  2519, Australia; Parkinson, T., Center for the Built Environment, University of California, 390 Wurster Hall, Berkeley, CA  94720-1839, United States; Cooper, P., Sustainable Buildings Research Centre, University of Wollongong, Building 237, Innovation Campus, Squires Way, Fairy MeadowNSW  2519, Australia; de Dear, R., Indoor Environmental Quality Lab, School of Architecture, Design & Planning, The University of Sydney, Wilkinson Building G04NSW  2006, Australia","de Dear, R.; Indoor Environmental Quality Lab, Wilkinson Building G04, Australia; email: richard.dedear@sydney.edu.au",,"Elsevier Ltd",03787788,,ENEBD,,"English","Energy Build.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85072731869
"Kim J., De Dear R., Tartarini F., Parkinson T., Cooper P.","57189969323;57509153500;57194517775;56017880100;55603540500;","Ventilation mode effect on thermal comfort in a mixed mode building",2019,"IOP Conference Series: Materials Science and Engineering","609","4","042029","","",,,"10.1088/1757-899X/609/4/042029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074384350&doi=10.1088%2f1757-899X%2f609%2f4%2f042029&partnerID=40&md5=84495bb6bd898dcb157f11090d393095","Indoor Environmental Quality Lab, University of Sydney, Sydney, Australia; Sustainable Buildings Research Centre, University of Wollongong, Wollongong, Australia; Center for the Built Environment, University of California, Berkeley, United States","Kim, J., Indoor Environmental Quality Lab, University of Sydney, Sydney, Australia; De Dear, R., Indoor Environmental Quality Lab, University of Sydney, Sydney, Australia; Tartarini, F., Sustainable Buildings Research Centre, University of Wollongong, Wollongong, Australia; Parkinson, T., Center for the Built Environment, University of California, Berkeley, United States; Cooper, P., Sustainable Buildings Research Centre, University of Wollongong, Wollongong, Australia","Kim, J.; Indoor Environmental Quality Lab, Australia; email: jungsoo.kim@sydney.edu.au","Berardi U.Allard F.","Institute of Physics Publishing",17578981,,,,"English","IOP Conf. Ser. Mater. Sci. Eng.",Conference Paper,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85074384350
"Li P., Parkinson T., Brager G., Schiavon S., Cheung T.C.T., Froese T.","57192179453;56017880100;6602205566;36976643300;56406864400;7004593611;","A data-driven approach to defining acceptable temperature ranges in buildings",2019,"Building and Environment","153",,,"302","312",,23,"10.1016/j.buildenv.2019.02.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062911859&doi=10.1016%2fj.buildenv.2019.02.020&partnerID=40&md5=6425bed177d149e2c6f3a8482ee2f733","Center for the Built Environment, University of California, Berkeley, United States; Department of Civil Engineering, University of British Columbia, Vancouver, Canada; Berkeley Education Alliance for Research in Singapore, Singapore; Department of Civil Engineering, University of Victoria, Victoria, Canada","Li, P., Center for the Built Environment, University of California, Berkeley, United States, Department of Civil Engineering, University of British Columbia, Vancouver, Canada; Parkinson, T., Center for the Built Environment, University of California, Berkeley, United States; Brager, G., Center for the Built Environment, University of California, Berkeley, United States; Schiavon, S., Center for the Built Environment, University of California, Berkeley, United States; Cheung, T.C.T., Berkeley Education Alliance for Research in Singapore, Singapore; Froese, T., Department of Civil Engineering, University of British Columbia, Vancouver, Canada, Department of Civil Engineering, University of Victoria, Victoria, Canada","Brager, G.390 Wurster Hall #1839, United States; email: gbrager@berkeley.edu",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85062911859
"Cheung T., Schiavon S., Parkinson T., Li P., Brager G.","56406864400;36976643300;56017880100;57192179453;6602205566;","Analysis of the accuracy on PMV – PPD model using the ASHRAE Global Thermal Comfort Database II",2019,"Building and Environment","153",,,"205","217",,130,"10.1016/j.buildenv.2019.01.055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062402324&doi=10.1016%2fj.buildenv.2019.01.055&partnerID=40&md5=72f542a9bc03008356c52d712ae4361d","Berkeley Education Alliance for Research in Singapore, Singapore; Center for the Built Environment, University of California, Berkeley, CA, United States; Department of Civil Engineering, University of British Columbia, Vancouver, Canada","Cheung, T., Berkeley Education Alliance for Research in Singapore, Singapore; Schiavon, S., Center for the Built Environment, University of California, Berkeley, CA, United States; Parkinson, T., Center for the Built Environment, University of California, Berkeley, CA, United States; Li, P., Center for the Built Environment, University of California, Berkeley, CA, United States, Department of Civil Engineering, University of British Columbia, Vancouver, Canada; Brager, G., Center for the Built Environment, University of California, Berkeley, CA, United States","Schiavon, S.; Center for the Built Environment, United States; email: schiavon@berkeley.edu",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85062402324
"Wang Z., Parkinson T., Li P., Lin B., Hong T.","56176432100;56017880100;57192179453;7403508277;7202830430;","The Squeaky wheel: Machine learning for anomaly detection in subjective thermal comfort votes",2019,"Building and Environment","151",,,"219","227",,14,"10.1016/j.buildenv.2019.01.050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060886954&doi=10.1016%2fj.buildenv.2019.01.050&partnerID=40&md5=d7aab89c1cc995d36a8596d3fdef07b6","Centre for Built Environment, University of California BerkeleyCA  94720, United States; Building Technology and Urban Systems Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States; Department of Civil Engineering, University of British Columbia, Vancouver, BC  V6T 1Z4, Canada; Department of Building Science, Tsinghua University, Beijing, 100084, China","Wang, Z., Centre for Built Environment, University of California BerkeleyCA  94720, United States, Building Technology and Urban Systems Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States; Parkinson, T., Centre for Built Environment, University of California BerkeleyCA  94720, United States; Li, P., Centre for Built Environment, University of California BerkeleyCA  94720, United States, Department of Civil Engineering, University of British Columbia, Vancouver, BC  V6T 1Z4, Canada; Lin, B., Department of Building Science, Tsinghua University, Beijing, 100084, China; Hong, T., Building Technology and Urban Systems Division, Lawrence Berkeley National Laboratory, Berkeley, CA  94720, United States","Lin, B.; Department of Building Science, China; email: linbr@tsinghua.edu.cn",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85060886954
"Parkinson T., Parkinson A., de Dear R.","56017880100;57193097629;57509153500;","Continuous IEQ monitoring system: Performance specifications and thermal comfort classification",2019,"Building and Environment","149",,,"241","252",,32,"10.1016/j.buildenv.2018.12.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058473285&doi=10.1016%2fj.buildenv.2018.12.016&partnerID=40&md5=5e902d812520d73ea62be38ff093adf3","The University of Sydney, Indoor Environmental Quality Lab, School of Architecture, Design and Planning, Sydney, NSW  2006, Australia; University of California Berkeley, Center for the Built Environment (CBE), Berkeley, CA, United States; Macquarie University, Department of Mathematics, Sydney, NSW, Australia","Parkinson, T., The University of Sydney, Indoor Environmental Quality Lab, School of Architecture, Design and Planning, Sydney, NSW  2006, Australia, University of California Berkeley, Center for the Built Environment (CBE), Berkeley, CA, United States; Parkinson, A., Macquarie University, Department of Mathematics, Sydney, NSW, Australia; de Dear, R., The University of Sydney, Indoor Environmental Quality Lab, School of Architecture, Design and Planning, Sydney, NSW  2006, Australia","de Dear, R.; The University of Sydney, Australia; email: richard.dedear@sydney.edu.au",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85058473285
"Parkinson T., Parkinson A., de Dear R.","56017880100;57193097629;57509153500;","Continuous IEQ monitoring system: Context and development",2019,"Building and Environment","149",,,"15","25",,53,"10.1016/j.buildenv.2018.12.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058012570&doi=10.1016%2fj.buildenv.2018.12.010&partnerID=40&md5=47849fe57b5e5e30e75612cdb890bd6c","The University of Sydney, Indoor Environmental Quality Lab, School of Architecture, Design and PlanningNSW  2006, Australia; University of California Berkeley, Center for the Built Environment (CBE), Berkeley, CA, United States; Macquarie University, Department of MathematicsNSW, Australia","Parkinson, T., The University of Sydney, Indoor Environmental Quality Lab, School of Architecture, Design and PlanningNSW  2006, Australia, University of California Berkeley, Center for the Built Environment (CBE), Berkeley, CA, United States; Parkinson, A., Macquarie University, Department of MathematicsNSW, Australia; de Dear, R., The University of Sydney, Indoor Environmental Quality Lab, School of Architecture, Design and PlanningNSW  2006, Australia","de Dear, R.; The University of Sydney, Australia; email: richard.dedear@sydney.edu.au",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85058012570
"Földváry Ličina V., Cheung T., Zhang H., de Dear R., Parkinson T., Arens E., Chun C., Schiavon S., Luo M., Brager G., Li P., Kaam S., Adebamowo M.A., Andamon M.M., Babich F., Bouden C., Bukovianska H., Candido C., Cao B., Carlucci S., Cheong D.K.W., Choi J.-H., Cook M., Cropper P., Deuble M., Heidari S., Indraganti M., Jin Q., Kim H., Kim J., Konis K., Singh M.K., Kwok A., Lamberts R., Loveday D., Langevin J., Manu S., Moosmann C., Nicol F., Ooka R., Oseland N.A., Pagliano L., Petráš D., Rawal R., Romero R., Rijal H.B., Sekhar C., Schweiker M., Tartarini F., Tanabe S.-I., Tham K.W., Teli D., Toftum J., Toledo L., Tsuzuki K., De Vecchi R., Wagner A., Wang Z., Wallbaum H., Webb L., Yang L., Zhu Y., Zhai Y., Zhang Y., Zhou X.","57202774760;56406864400;37056565100;57509153500;56017880100;19933790300;7101953897;36976643300;55251790800;6602205566;57192179453;55816858300;35774156300;55351880100;57193844372;55897822800;57188732208;26667557100;36436721800;55331189400;7005497222;55722470200;8088592400;6602464304;36486224900;6603729988;31967617000;36437337300;55954384400;57189969323;35976217500;55319636100;7005913442;56238426700;7007051032;55212414000;55504050900;57201771876;7006967865;6602835302;6602257032;24504073800;6603849740;55504010600;15746016500;16230947700;7003540546;26327037800;57194517775;55710820000;57210221751;55324179000;6601979566;57217045682;7103367997;37055251700;35239050700;55719875800;6508270117;7103362802;57008459900;57198950567;35224273800;55907819100;55743252200;","Development of the ASHRAE Global Thermal Comfort Database II",2018,"Building and Environment","142",,,"502","512",,161,"10.1016/j.buildenv.2018.06.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049316424&doi=10.1016%2fj.buildenv.2018.06.022&partnerID=40&md5=1a4e706e46cf3b59debb5f741419b96d","Center for the Built Environment, University of California, Berkeley, 390 Wurster Hall, Berkeley, 94720, United States; Berkeley Education Alliance for Research in Singapore, 1 Create Way138602, Singapore; IEQ Laboratory, School of Architecture Design and Planning, The University of Sydney, Sydney, NSW  2006, Australia; Department of Interior Architecture and Built Environment, Yonsei University, Seoul, South Korea; Department of Civil Engineering, The University of British Columbia, 6250 Applied Science Lane, Vancouver, BC  V6T 1Z4, Canada; Department of Architecture, University of Lagos, Akoka, Lagos, Nigeria; School of Property, Construction and Project Management, RMIT University, 24 La Trobe Street, Melbourne VIC3000, Australia; School of Architecture, Building and Civil Engineering, Loughborough University, Ashby Road, Loughborough, Leicestershire  LE11 3TU, United Kingdom; Ecole Nationale d'Ingenieurs de Tunis (ENIT, Rue Béchir Salem Belkhiria Campus Universitaire, BP 37, Le Bélvédère, Tunis, 1002, Tunisia; Department of Building Services, Faculty of Civil Engineering, Slovak University of Technology in Bratislava, Radlinského 11, Bratislava81005, Slovakia; School of Architecture, Design and Planning, The University of Sydney, Sydney, NSW  2006, Australia; Department of Building Science, School of Architecture, Tsinghua University, Beijing, 100084, China; Department of Civil and Environmental Engineering, Faculty of Engineering, Hogskoleringen 7a, Trondheim, 7491, Norway; Department of Building, School of Design and Environment National, University of Singapore, 4 Architecture Drive117566, Singapore; Building Science, School of Architecture, University of Southern California, Los Angeles, CA, United States; School of Engineering and Sustainable Development, De Montfort University, The Gateway, Leicester, LE1 9BH, United Kingdom; School of Architecture, University of Teheran, 16th Azar St., Enghelab Sq., Tehran, Iran; Department of Architecture and Urban Planning, Qatar University, Female Campus, Doha, Qatar; Department of Architecture and Civil Engineering, Chalmers University of Technology, Göteborg, SE  41296, Sweden; School of Architecture and Planning, Catholic University of America, Washington, DC, United States; School of Architecture, University of Southern California, Los Angeles, CA, United States; Institute of Industrial Science, The University of Tokyo, 4-6-1, Komaba, Meguro-ku, Tokyo, 153-8505, Japan; Department of Architecture, University of Oregon, Eugene, OR  97403, United States; Federal University of Santa Catarina, Florianopolis, Campus Reitor João David Ferreira Lima, s/n - Trindade, Florianópolis - SC88040-900, Brazil; Lawrence Berkeley National Laboratory, 1 Cyclotron Road, Berkeley, CA, United States; Centre for Advanced Research in Building Science and Energy CEPT University, K.L.Campus, Navarangpura, Ahmedabad, 380 009, India; Building Science Group, Karlsruhe Institute of Technology, Englerstrasse 7, Karlsruhe, D-76131, Germany; School of Architecture, Faculty of Technology, Design and Environment, Oxford Brookes University, Headington Campus, Gipsy Lane, Oxford, OX3 0BP, United Kingdom; Environmental Engineering Group, Building Research Establishment, Watford, Herts, WD2 7JR, United Kingdom; End-use Efficiency Research Group, Dipartimento Di Energia, Politecnico Di Milano, Milano, 20133, Italy; Center for Advanced Research in Building Science and Energy, CEOT University, K. L. Campus, Navarangpura, Ahmedabad, 380 009, India; Posgrado en Arquitectura, Facultad de Arquitectura y Diseño, Universidad Autónoma de Baja California, Mexicali, Mexico; Sustainable Buildings Research Centre (SBRC), University of Wollongong, Wollongong, NSW  2500, Australia; Department of Architecture, Waseda University, 3-4-1 Okubo, Shinjyuku-kuTokyo  169-8555, Japan; Sustainable Energy Research Group, Division of Energy and Climate Change, Faculty of Engineering and the Environment, University of Southampton, Southampton, SO17 1BJ, United Kingdom; International Centre for Indoor Environment and Energy, Department of Civil Engineering, Technical University of Denmark, Nils Koppels Allé 402, Lyngby, 2800, Denmark; Department of Building Thermal Engineering, School of Architecture, Harbin Institute of Technology, Harbin, 150090, China; School of Informatics, University of Edinburgh, 10 Crichton St, Edinburgh, EH8 9AB, United Kingdom; State Key Laboratory of Green Building in Western China, Xi'an University of Architecture and Technology, Xi'an, Shaanxi  710055, China; State Key Laboratory of Subtropical Building Science, Department of Architecture, South China University of Technology, Wushan, Guangzhou, 510640, China; Institute of Heating, Ventilating and Air Conditioning Engineering, College of Mechanical Engineering, Tongji University, 1239 Siping Road, Shanghai, 200092, China; Faculty of Environmental Studies, Dept. of Restoration Ecology & Built Environment, Tokyo City University, Yokohama, Japan","Földváry Ličina, V., Center for the Built Environment, University of California, Berkeley, 390 Wurster Hall, Berkeley, 94720, United States; Cheung, T., Berkeley Education Alliance for Research in Singapore, 1 Create Way138602, Singapore; Zhang, H., Center for the Built Environment, University of California, Berkeley, 390 Wurster Hall, Berkeley, 94720, United States; de Dear, R., IEQ Laboratory, School of Architecture Design and Planning, The University of Sydney, Sydney, NSW  2006, Australia; Parkinson, T., IEQ Laboratory, School of Architecture Design and Planning, The University of Sydney, Sydney, NSW  2006, Australia; Arens, E., Center for the Built Environment, University of California, Berkeley, 390 Wurster Hall, Berkeley, 94720, United States; Chun, C., Department of Interior Architecture and Built Environment, Yonsei University, Seoul, South Korea; Schiavon, S., Center for the Built Environment, University of California, Berkeley, 390 Wurster Hall, Berkeley, 94720, United States; Luo, M., Center for the Built Environment, University of California, Berkeley, 390 Wurster Hall, Berkeley, 94720, United States; Brager, G., Center for the Built Environment, University of California, Berkeley, 390 Wurster Hall, Berkeley, 94720, United States; Li, P., Department of Civil Engineering, The University of British Columbia, 6250 Applied Science Lane, Vancouver, BC  V6T 1Z4, Canada; Kaam, S., Center for the Built Environment, University of California, Berkeley, 390 Wurster Hall, Berkeley, 94720, United States; Adebamowo, M.A., Department of Architecture, University of Lagos, Akoka, Lagos, Nigeria; Andamon, M.M., School of Property, Construction and Project Management, RMIT University, 24 La Trobe Street, Melbourne VIC3000, Australia; Babich, F., School of Architecture, Building and Civil Engineering, Loughborough University, Ashby Road, Loughborough, Leicestershire  LE11 3TU, United Kingdom; Bouden, C., Ecole Nationale d'Ingenieurs de Tunis (ENIT, Rue Béchir Salem Belkhiria Campus Universitaire, BP 37, Le Bélvédère, Tunis, 1002, Tunisia; Bukovianska, H., Department of Building Services, Faculty of Civil Engineering, Slovak University of Technology in Bratislava, Radlinského 11, Bratislava81005, Slovakia; Candido, C., School of Architecture, Design and Planning, The University of Sydney, Sydney, NSW  2006, Australia; Cao, B., Department of Building Science, School of Architecture, Tsinghua University, Beijing, 100084, China; Carlucci, S., Department of Civil and Environmental Engineering, Faculty of Engineering, Hogskoleringen 7a, Trondheim, 7491, Norway; Cheong, D.K.W., Department of Building, School of Design and Environment National, University of Singapore, 4 Architecture Drive117566, Singapore; Choi, J.-H., Building Science, School of Architecture, University of Southern California, Los Angeles, CA, United States; Cook, M., School of Architecture, Building and Civil Engineering, Loughborough University, Ashby Road, Loughborough, Leicestershire  LE11 3TU, United Kingdom; Cropper, P., School of Engineering and Sustainable Development, De Montfort University, The Gateway, Leicester, LE1 9BH, United Kingdom; Deuble, M., IEQ Laboratory, School of Architecture Design and Planning, The University of Sydney, Sydney, NSW  2006, Australia; Heidari, S., School of Architecture, University of Teheran, 16th Azar St., Enghelab Sq., Tehran, Iran; Indraganti, M., Department of Architecture and Urban Planning, Qatar University, Female Campus, Doha, Qatar; Jin, Q., Department of Architecture and Civil Engineering, Chalmers University of Technology, Göteborg, SE  41296, Sweden; Kim, H., School of Architecture and Planning, Catholic University of America, Washington, DC, United States; Kim, J., IEQ Laboratory, School of Architecture Design and Planning, The University of Sydney, Sydney, NSW  2006, Australia; Konis, K., School of Architecture, University of Southern California, Los Angeles, CA, United States; Singh, M.K., Institute of Industrial Science, The University of Tokyo, 4-6-1, Komaba, Meguro-ku, Tokyo, 153-8505, Japan; Kwok, A., Department of Architecture, University of Oregon, Eugene, OR  97403, United States; Lamberts, R., Federal University of Santa Catarina, Florianopolis, Campus Reitor João David Ferreira Lima, s/n - Trindade, Florianópolis - SC88040-900, Brazil; Loveday, D., School of Architecture, Building and Civil Engineering, Loughborough University, Ashby Road, Loughborough, Leicestershire  LE11 3TU, United Kingdom; Langevin, J., Lawrence Berkeley National Laboratory, 1 Cyclotron Road, Berkeley, CA, United States; Manu, S., Centre for Advanced Research in Building Science and Energy CEPT University, K.L.Campus, Navarangpura, Ahmedabad, 380 009, India; Moosmann, C., Building Science Group, Karlsruhe Institute of Technology, Englerstrasse 7, Karlsruhe, D-76131, Germany; Nicol, F., School of Architecture, Faculty of Technology, Design and Environment, Oxford Brookes University, Headington Campus, Gipsy Lane, Oxford, OX3 0BP, United Kingdom; Ooka, R., Institute of Industrial Science, The University of Tokyo, 4-6-1, Komaba, Meguro-ku, Tokyo, 153-8505, Japan; Oseland, N.A., Environmental Engineering Group, Building Research Establishment, Watford, Herts, WD2 7JR, United Kingdom; Pagliano, L., End-use Efficiency Research Group, Dipartimento Di Energia, Politecnico Di Milano, Milano, 20133, Italy; Petráš, D., Department of Building Services, Faculty of Civil Engineering, Slovak University of Technology in Bratislava, Radlinského 11, Bratislava81005, Slovakia; Rawal, R., Center for Advanced Research in Building Science and Energy, CEOT University, K. L. Campus, Navarangpura, Ahmedabad, 380 009, India; Romero, R., Posgrado en Arquitectura, Facultad de Arquitectura y Diseño, Universidad Autónoma de Baja California, Mexicali, Mexico; Rijal, H.B., Faculty of Environmental Studies, Dept. of Restoration Ecology & Built Environment, Tokyo City University, Yokohama, Japan; Sekhar, C., Department of Building, School of Design and Environment National, University of Singapore, 4 Architecture Drive117566, Singapore; Schweiker, M., Building Science Group, Karlsruhe Institute of Technology, Englerstrasse 7, Karlsruhe, D-76131, Germany; Tartarini, F., Sustainable Buildings Research Centre (SBRC), University of Wollongong, Wollongong, NSW  2500, Australia; Tanabe, S.-I., Department of Architecture, Waseda University, 3-4-1 Okubo, Shinjyuku-kuTokyo  169-8555, Japan; Tham, K.W., Department of Building, School of Design and Environment National, University of Singapore, 4 Architecture Drive117566, Singapore; Teli, D., Sustainable Energy Research Group, Division of Energy and Climate Change, Faculty of Engineering and the Environment, University of Southampton, Southampton, SO17 1BJ, United Kingdom; Toftum, J., International Centre for Indoor Environment and Energy, Department of Civil Engineering, Technical University of Denmark, Nils Koppels Allé 402, Lyngby, 2800, Denmark; Toledo, L., School of Engineering and Sustainable Development, De Montfort University, The Gateway, Leicester, LE1 9BH, United Kingdom; Tsuzuki, K., Department of Architecture and Civil Engineering, Chalmers University of Technology, Göteborg, SE  41296, Sweden; De Vecchi, R., Federal University of Santa Catarina, Florianopolis, Campus Reitor João David Ferreira Lima, s/n - Trindade, Florianópolis - SC88040-900, Brazil; Wagner, A., Building Science Group, Karlsruhe Institute of Technology, Englerstrasse 7, Karlsruhe, D-76131, Germany; Wang, Z., Department of Building Thermal Engineering, School of Architecture, Harbin Institute of Technology, Harbin, 150090, China; Wallbaum, H., Department of Architecture and Civil Engineering, Chalmers University of Technology, Göteborg, SE  41296, Sweden; Webb, L., School of Informatics, University of Edinburgh, 10 Crichton St, Edinburgh, EH8 9AB, United Kingdom; Yang, L., State Key Laboratory of Green Building in Western China, Xi'an University of Architecture and Technology, Xi'an, Shaanxi  710055, China; Zhu, Y., Department of Building Science, School of Architecture, Tsinghua University, Beijing, 100084, China; Zhai, Y., State Key Laboratory of Green Building in Western China, Xi'an University of Architecture and Technology, Xi'an, Shaanxi  710055, China; Zhang, Y., State Key Laboratory of Subtropical Building Science, Department of Architecture, South China University of Technology, Wushan, Guangzhou, 510640, China; Zhou, X., Institute of Heating, Ventilating and Air Conditioning Engineering, College of Mechanical Engineering, Tongji University, 1239 Siping Road, Shanghai, 200092, China","de Dear, R.; IEQ Laboratory, Australia; email: richard.dedear@sydney.edu.au",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85049316424
"Song Y., Sun Y., Luo S., Tian Z., Hou J., Kim J., Parkinson T., de Dear R.","57196460503;22235688000;57196456509;35787645800;56547886700;57189969323;56017880100;57509153500;","Residential adaptive comfort in a humid continental climate – Tianjin China",2018,"Energy and Buildings","170",,,"115","121",,30,"10.1016/j.enbuild.2018.03.083","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046168313&doi=10.1016%2fj.enbuild.2018.03.083&partnerID=40&md5=44b68ad4462a4c1e7e99b7c934edec87","Tianjin Key Laboratory of Indoor Air Environmental Quality Control, School of Environmental Science and Engineering, Tianjin UniversityTianjin, China; IEQ Laboratory, School of Architecture Design and Planning, The University of Sydney, Australia","Song, Y., Tianjin Key Laboratory of Indoor Air Environmental Quality Control, School of Environmental Science and Engineering, Tianjin UniversityTianjin, China; Sun, Y., Tianjin Key Laboratory of Indoor Air Environmental Quality Control, School of Environmental Science and Engineering, Tianjin UniversityTianjin, China; Luo, S., Tianjin Key Laboratory of Indoor Air Environmental Quality Control, School of Environmental Science and Engineering, Tianjin UniversityTianjin, China; Tian, Z., Tianjin Key Laboratory of Indoor Air Environmental Quality Control, School of Environmental Science and Engineering, Tianjin UniversityTianjin, China; Hou, J., Tianjin Key Laboratory of Indoor Air Environmental Quality Control, School of Environmental Science and Engineering, Tianjin UniversityTianjin, China; Kim, J., IEQ Laboratory, School of Architecture Design and Planning, The University of Sydney, Australia; Parkinson, T., IEQ Laboratory, School of Architecture Design and Planning, The University of Sydney, Australia; de Dear, R., IEQ Laboratory, School of Architecture Design and Planning, The University of Sydney, Australia","Sun, Y.; Tianjin Key Laboratory of Indoor Air Environmental Quality Control, China; email: yuexiasun@tju.edu.cn",,"Elsevier Ltd",03787788,,ENEBD,,"English","Energy Build.",Article,"Final","",Scopus,2-s2.0-85046168313
"de Dear R., Kim J., Parkinson T.","57509153500;57189969323;56017880100;","Residential adaptive comfort in a humid subtropical climate—Sydney Australia",2018,"Energy and Buildings","158",,,"1296","1305",,64,"10.1016/j.enbuild.2017.11.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034628917&doi=10.1016%2fj.enbuild.2017.11.028&partnerID=40&md5=520ef621d720da97007026b81221265c","IEQ Laboratory, School of Architecture Design and Planning, The University of Sydney, Sydney, NSW  2006, Australia","de Dear, R., IEQ Laboratory, School of Architecture Design and Planning, The University of Sydney, Sydney, NSW  2006, Australia; Kim, J., IEQ Laboratory, School of Architecture Design and Planning, The University of Sydney, Sydney, NSW  2006, Australia; Parkinson, T., IEQ Laboratory, School of Architecture Design and Planning, The University of Sydney, Sydney, NSW  2006, Australia","de Dear, R.; IEQ Laboratory, Australia; email: richard.dedear@sydney.edu.au",,"Elsevier Ltd",03787788,,ENEBD,,"English","Energy Build.",Article,"Final","",Scopus,2-s2.0-85034628917
"Kim J., de Dear R., Parkinson T., Candido C.","57189969323;57509153500;56017880100;26667557100;","Understanding patterns of adaptive comfort behaviour in the Sydney mixed-mode residential context",2017,"Energy and Buildings","141",,,"274","283",,68,"10.1016/j.enbuild.2017.02.061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014141161&doi=10.1016%2fj.enbuild.2017.02.061&partnerID=40&md5=978da40179626cdee2fff5f4d85ff956","Faculty of Architecture, Design and Planning, The University of SydneyNSW  2006, Australia","Kim, J., Faculty of Architecture, Design and Planning, The University of SydneyNSW  2006, Australia; de Dear, R., Faculty of Architecture, Design and Planning, The University of SydneyNSW  2006, Australia; Parkinson, T., Faculty of Architecture, Design and Planning, The University of SydneyNSW  2006, Australia; Candido, C., Faculty of Architecture, Design and Planning, The University of SydneyNSW  2006, Australia","Kim, J.; Faculty of Architecture, Australia; email: jungsoo.kim@sydney.edu.au",,"Elsevier Ltd",03787788,,ENEBD,,"English","Energy Build.",Article,"Final","",Scopus,2-s2.0-85014141161
"Parkinson T., de Dear R.","56017880100;57509153500;","Thermal pleasure in built environments: spatial alliesthesia from air movement",2017,"Building Research and Information","45","3",,"320","335",,32,"10.1080/09613218.2016.1140932","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961215401&doi=10.1080%2f09613218.2016.1140932&partnerID=40&md5=1d27fcc469194951f29095edacd25047","Faculty of Architecture, Design and Planning, University of Sydney, Sydney, Australia","Parkinson, T., Faculty of Architecture, Design and Planning, University of Sydney, Sydney, Australia; de Dear, R., Faculty of Architecture, Design and Planning, University of Sydney, Sydney, Australia","Parkinson, T.; Faculty of Architecture, Australia; email: thomas.parkinson@sydney.edu.au",,"Routledge",09613218,,BREIE,,"English","Build Res Inf",Article,"Final","",Scopus,2-s2.0-84961215401
